,laptop_ID,Company,Product,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price_euros
655,664,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,2.2,918.9999999999999
656,665,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Windows 10,2.2,1135.0000000000005
657,666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,8,1000,128,0,Nvidia GeForce GTX,Windows 10,3.31,1195.9999999999998
658,667,Dell,Alienware 17,Gaming,17.3,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.42,3147.370000000002
659,668,Dell,Latitude E7470,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.56,1228.9999999999995
660,669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,500,0,0,Intel HD Graphics,Windows 10,2.2,418.9999999999999
661,670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.2,534.9999999999999
662,671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,6,1000,0,0,AMD Radeon,Windows 10,2.04,539.0000000000002
663,672,MSI,GP72VR Leopard,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,1486.7700000000002
664,673,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.1,4,0,128,0,Intel HD Graphics,Windows 10,2.1,497.99999999999994
665,674,Dell,Latitude 3580,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.06,955.0000000000001
666,675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD Radeon,Windows 10,2.1,745.0000000000001
667,676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.0,1257.9999999999995
668,677,Acer,Aspire 3,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Linux,2.1,412.0000000000001
669,678,Microsoft,Surface Laptop,Ultrabook,13.5,2256x1504,2256,1504,0,1,0,0,1,Intel Core i7,2.8,8,0,256,0,Intel Iris,Windows 10 S,1.252,1867.8499999999995
670,679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,AMD Radeon,Windows 10,1.9,817.95
671,680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.3,1034.0
672,681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,2.2,4,0,128,0,AMD Radeon,Windows 10,2.2,348.99999999999994
673,682,HP,Pavilion X360,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.4,4,0,128,0,Nvidia GeForce MX,Windows 10,1.63,698.9999999999999
674,683,MSI,GP62 7RDX,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,1293.9999999999995
675,684,Asus,Zenbook 3,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.1,1135.0000000000005
676,685,HP,Chromebook X360,2 in 1 Convertible,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.1,8,0,0,64,Intel HD Graphics,Chrome OS,1.4,495.0
677,686,LG,Gram 15Z975,Ultrabook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,512,0,Intel HD Graphics,Windows 10,1.09,2299.0
678,687,Acer,Aspire VX5-591G,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,16,0,256,0,Nvidia GeForce GTX,Windows 10,2.5,1299.0000000000002
679,688,MSI,GV62M 7RD,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.2,997.9000000000002
680,689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,128,0,Intel HD Graphics,Windows 10,1.86,418.9999999999999
681,690,Dell,Alienware 15,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,16,1000,128,0,Nvidia GeForce GTX,Windows 10,3.21,2050.999999999999
682,691,HP,17-bs000nv I3,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.0,4,0,256,0,AMD Radeon,Windows 10,2.5,698.9999999999999
683,692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.19,1499.0
684,693,Dell,Alienware 15,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.49,2813.7500000000005
685,694,HP,250 G6,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,AMD Radeon,Windows 10,1.86,612.6099999999999
686,695,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,AMD Radeon,Windows 10,2.2,545.67
687,696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.4,6,2000,0,0,AMD Radeon,Windows 10,2.65,569.0
688,697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.1,318.0
689,698,Acer,Chromebook 14,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Chrome OS,1.45,374.99999999999994
690,699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.7,698.9999999999999
691,700,HP,ZBook 17,Workstation,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,500,0,0,Nvidia Quadro,Windows 10,3.14,1907.9900000000005
692,701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.42,2589.9999999999995
693,702,Toshiba,Satellite Pro,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.5,972.9999999999999
694,703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,4,0,0,32,Intel HD Graphics,Windows 10,1.4,269.0
695,704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.38,1749.0000000000002
696,705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,1920x1080,1920,1080,1,0,0,0,1,Intel Core M,0.9,4,0,0,64,Intel HD Graphics,Chrome OS,1.2,669.0000000000002
697,706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.5,16,0,512,0,Intel HD Graphics,Windows 10,1.36,1876.9999999999995
698,707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.7,4,500,0,0,AMD Radeon,Windows 10,2.1,689.0000000000001
699,708,Dell,Inspiron 5577,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.56,819.0000000000002
700,709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.9,4,0,256,0,AMD Radeon,Windows 10,2.2,399.0000000000001
701,710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.6,8,1000,0,0,AMD Radeon,Windows 10,2.2,429.0
702,711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,2000,0,0,Intel HD Graphics,Windows 10,2.1,621.4499999999998
703,712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,1.9,450.00000000000006
704,713,Dell,Vostro 5568,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.18,795.0000000000001
705,714,Acer,Spin 5,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.6,999.0000000000003
706,715,Lenovo,ThinkPad P51s,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,16,0,512,0,Nvidia Quadro,Windows 7,2.18,1855.0
707,716,Lenovo,Thinkpad T460p,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.8,1190.9999999999998
708,717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,AMD A-Series,2.5,6,2000,0,0,AMD Radeon,Windows 10,2.71,655.0099999999998
709,718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,1249.0
710,719,Dell,Latitude 5480,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.8,8,0,256,0,Nvidia GeForce MX,Linux,1.64,1089.0
711,720,Dell,Vostro 5568,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Linux,1.98,725.9999999999998
712,721,Asus,VivoBook E403NA,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.5,298.00000000000006
713,722,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,16,0,512,0,Intel HD Graphics,Windows 10,1.93,1426.6600000000003
714,723,Lenovo,Thinkpad E470,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,1.87,857.0700000000004
715,724,Dell,Latitude 5580,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.6,8,0,256,0,Intel HD Graphics,Windows 10,1.9,1179.0000000000002
716,725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.0,4,500,0,0,AMD Radeon,Windows 10,2.19,298.00000000000006
717,726,Mediacom,Smartbook 142,Notebook,14.0,1920x1200,1920,1200,0,1,0,1,0,Intel Atom,1.92,4,32,0,0,Intel HD Graphics,Windows 10,1.4,264.99999999999994
718,727,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.63,1200.0
719,728,Lenovo,ThinkPad X1,Ultrabook,14.0,2560x1440,2560,1440,0,1,0,1,0,Intel Core i7,2.5,8,0,512,0,Intel HD Graphics,Windows 10,1.17,1686.6400000000003
720,729,HP,Pavilion X360,2 in 1 Convertible,13.3,1366x768,1366,768,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.58,836.6000000000004
721,730,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.32,1499.0
722,731,Dell,Alienware 17,Gaming,17.3,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.8,32,1000,1000,0,Nvidia GeForce GTX,Windows 10,4.36,3659.3999999999996
723,732,MSI,GL72M 7REX,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.7,1348.4799999999998
724,733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,No OS,1.9,489.90000000000003
725,734,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,128,0,AMD Radeon,Windows 10,2.2,719.0000000000002
726,735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,1.71,649.0000000000002
727,736,Dell,Inspiron 5567,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Linux,2.32,589.5199999999998
728,737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,4,1000,0,0,AMD Radeon,Windows 10,2.1,489.00000000000017
729,738,Acer,Predator 17,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,4.2,1935.0000000000005
730,739,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,12,1000,0,0,Intel HD Graphics,Windows 10,2.25,649.0000000000002
731,740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,3.0,6,1000,128,0,AMD Radeon,Windows 10,2.1,649.9999999999999
732,741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,500,0,0,Intel HD Graphics,Windows 10,2.4,559.0
733,742,Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.44,960.0000000000001
734,743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,4,1000,0,0,Intel HD Graphics,Windows 10,1.85,779.0
735,744,HP,ZBook 15,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Nvidia Quadro,Windows 10,2.6,2419.000000000001
736,745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,1000,0,0,Intel UHD Graphics,Windows 10,1.55,659.0
737,746,MSI,GS63VR 7RF,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.8,2094.4799999999996
738,747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,2.4,410.8000000000002
739,748,Dell,Inspiron 7560,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,128,0,Nvidia GeForce MX,Windows 10,2.0,1207.0000000000002
740,749,Dell,Vostro 3568,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,2.0,665.0
741,750,Toshiba,Tecra X40-D-10G,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.25,1534.9999999999998
742,751,Lenovo,Flex 5,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.7,999.0000000000003
743,752,Lenovo,Thinkpad P51s,Workstation,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,0,1000,0,Nvidia Quadro,Windows 10,2.5,3299.0000000000014
744,753,Acer,Chromebook 14,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.6,2,0,0,32,Intel HD Graphics,Chrome OS,1.68,329.99999999999994
745,754,Samsung,Notebook 9,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,Intel HD Graphics,Windows 10,0.81,1649.0000000000002
746,755,HP,250 G6,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,8,0,256,0,Intel HD Graphics,Windows 10,1.86,539.0000000000002
747,757,Dell,Latitude 5480,Notebook,14.0,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,1126.71
748,758,HP,Zbook 17,Workstation,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Processor,2.9,16,0,256,0,Nvidia Quadro,Windows 7,3.0,4388.999999999998
749,759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,1366x768,1366,768,1,0,0,0,1,Intel Celeron Dual,1.6,4,0,128,0,Intel HD Graphics,Windows 10,1.4,475.00000000000006
750,760,HP,EliteBook 850,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.4,8,0,256,0,Intel HD Graphics,Windows 10,1.84,1900.0000000000005
751,761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,1000,0,0,Nvidia GeForce GTX,No OS,2.45,579.0000000000002
752,762,Lenovo,Thinkpad T460,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.3,4,0,180,0,Intel HD Graphics,Windows 10,1.7,1096.0000000000005
753,763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,4,0,256,0,Intel HD Graphics,Windows 10,2.37,849.9000000000002
754,764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,3200,1800,0,0,1,1,1,Intel Core i5,1.8,8,0,256,0,Intel HD Graphics,Windows 10,1.3,1198.9999999999998
755,765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,1098.9999999999998
756,766,HP,ZBook 15,Workstation,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.6,8,0,256,0,Nvidia Quadro,Windows 7,2.59,1561.0000000000005
757,767,Dell,Alienware 17,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,2868.9900000000002
758,768,Acer,Aspire 3,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,2.1,598.9999999999999
759,769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.5,1048.0
760,770,Dell,Latitude 7280,Ultrabook,12.5,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,256,0,Intel HD Graphics,Windows 10,1.18,1859.0000000000002
761,771,Google,Pixelbook (Core,Ultrabook,12.3,2400x1600,2400,1600,0,1,0,0,1,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Chrome OS,1.1,1559.0000000000002
762,772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,3200x1800,3200,1800,0,0,1,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.2,1128.9999999999998
763,773,Dell,Latitude 3380,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,Windows 10,1.65,849.0000000000003
764,774,Acer,TravelMate P238-M,Notebook,13.3,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.6,654.9999999999999
765,775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Nvidia GeForce MX,Windows 10,2.8,470.3399999999999
766,776,Dell,Inspiron 7559,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,2.6,16,1000,128,0,Nvidia GeForce GTX,Windows 10,2.72,1098.9999999999998
767,777,Samsung,Notebook 9,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.31,1599.0
768,778,Acer,Aspire A315-31,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Linux,2.1,298.00000000000006
769,779,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Windows 10,2.3,1181.2699999999995
770,780,Samsung,Notebook 9,2 in 1 Convertible,15.0,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Windows 10,1.71,1799.0000000000007
771,781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,1366x768,1366,768,1,0,0,1,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,1.75,1019.9999999999998
772,782,Dell,Inspiron 7567,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Windows 10,2.62,1098.9999999999998
773,783,HP,EliteBook 820,Ultrabook,12.5,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,256,0,Intel HD Graphics,Windows 10,1.26,1244.0
774,784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,12,2000,0,0,Nvidia GeForce MX,Windows 10,2.3,838.9999999999998
775,785,Lenovo,Thinkpad P50,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Core i7,2.7,16,0,512,0,Nvidia Quadro,Windows 7,2.5,2369.999999999999
776,786,Acer,Swift 3,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.4,4,0,128,0,Intel HD Graphics,Windows 10,1.8,636.0000000000001
777,787,Razer,Blade Pro,Gaming,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,1.95,2898.999999999999
778,788,Asus,Vivobook Max,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Processor,1.1,8,0,128,0,Intel HD Graphics,Windows 10,2.0,581.9
779,789,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,32,1000,1000,0,Nvidia GeForce GTX,Windows 10,4.42,3588.8000000000025
780,790,Asus,Rog G752VS-BA171T,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.3,2350.0000000000005
781,791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.6,16,0,512,0,Nvidia GeForce M,Windows 10,1.47,1764.0000000000005
782,792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Processor,1.6,8,1000,0,0,Intel HD Graphics,No OS,2.2,329.0
783,793,Lenovo,ThinkPad T470s,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,512,0,Intel HD Graphics,Windows 10,1.7,2299.0
784,794,MSI,GS43VR 7RE,Gaming,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,1.6,1891.0000000000002
785,795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.2,1089.0
786,796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,4,1000,0,0,Nvidia GeForce GTX,Windows 10,2.4,999.0000000000003
787,797,Acer,Predator G9-793,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.2,2299.0
788,798,Dell,Inspiron 7567,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.62,985.0000000000001
789,799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.24,1338.9999999999995
790,800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.22,202.89999999999995
791,801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.37,1970.0000000000005
